datetime,open,high,low,close,volume,log_returns
2024-11-07,593.080017,596.65002,593,595.60999,47233200,-0.004322355567798585
2024-11-06,589.20001,591.92999,585.39001,591.039978,68182000,-0.0077024138828521065
2024-11-05,570.73999,576.73999,570.52002,576.70001,39478300,-0.024561441826946553
2024-11-04,571.17999,572.5,567.89001,569.81000,38217000,-0.012019246034046905
2024-11-01,571.32001,575.54999,570.62000,571.039978,45667500,0.002156249288293615
2024-10-31,575.56000,575.63000,568.44000,568.64001,60182500,-0.004211658663546607
2024-10-30,581.28998,583.32001,579.28998,580.010010,41435800,0.019797799460121227
2024-10-29,579.84998,582.90997,578.42999,581.77002,42899700,0.003029852985868429
2024-10-28,582.58002,582.71002,580.52002,580.83002,30174700,-0.0016170654954285853
2024-10-25,581.51001,584.46002,578.080017,579.039978,47268200,-0.0030866276811554634
2024-10-24,579.97998,580.059998,576.57001,579.23999,34979900,0.0003453603748900726
2024-10-23,581.26001,581.71002,574.41998,577.98999,49314600,-0.0021603320130876183
2024-10-22,581.049988,584.5,580.38000,583.32001,34183800,0.00917938780530034
2024-10-21,583.84998,584.84998,580.59998,583.63000,36439000,0.0005312824107889494
2024-10-18,584.070007,585.39001,582.58002,584.59003,37416800,0.0016435777361470663
2024-10-17,585.90997,586.12000,582.15997,582.34998,34393700,-0.003839190930496849
2024-10-16,579.78003,582.83002,578.96002,582.29999,30725400,-8.584553525673e-05
2024-10-15,584.59003,584.90002,578.53998,579.78003,54203600,-0.0043369886867599666
2024-10-14,581.21997,585.27002,580.72998,584.32001,36217200,0.007800022097423234
2024-10-11,576.049988,580.33002,575.90997,579.58002,42268000,-0.008145057277795943
2024-10-10,575.77002,577.58002,574.48999,576.13000,44138100,-0.0059704081274870695
2024-10-09,573.15997,577.71002,572.54999,577.14001,37912200,0.0017515590442213648
2024-10-08,570.41998,573.78003,569.53003,573.16998,37398700,-0.006902566781676561
2024-10-07,571.29999,571.96002,566.63000,567.79999,49964700,-0.00941309551068532
2024-10-04,572.34998,573.35999,568.099976,572.97998,42939100,0.009081550759350266
2024-10-03,567.35999,569.79999,565.48999,567.82001,40846500,-0.00904629248633261
2024-10-02,567.71002,569.90002,565.27002,568.85999,38097800,0.0018298558788519504
2024-10-01,573.40002,574.059998,566,568.62000,72668800,-0.00042196786874647486
2024-09-30,570.41998,574.38000,568.080017,573.76001,63557400,0.008998835135499452
2024-09-27,573.39001,574.21997,570.41998,571.46997,42100900,-0.003999271923137065
2024-09-26,574.38000,574.71002,569.90002,572.29999,48336000,0.0014513760191821941
2024-09-25,571.14001,571.89001,568.90997,570.039978,38428600,-0.003956816730475393
2024-09-24,570.47998,571.35999,567.59998,571.29999,46805700,0.0022079530152505416
2024-09-23,569.34003,570.33002,568.099976,569.66998,44116900,-0.002857237529088811
2024-09-20,567.84003,569.31000,565.16998,568.25,77503100,-0.0024957479647369704
2024-09-19,571.010010,572.88000,568.080017,570.97998,75315500,0.00479268501272388
2024-09-18,563.73999,568.69000,560.83002,561.40002,59044900,-0.01692044819237232
2024-09-17,565.099976,566.58002,560.78998,563.070007,49321000,0.002970267215110663
2024-09-16,561.73999,563.10999,559.90002,562.84003,36656100,-0.000408517546945792
2024-09-13,559.71002,563.030029,559.45001,562.010010,39310500,-0.001475788098198783
2024-09-12,555.010010,559.40002,552.73999,559.090027,51892700,-0.005209150845599331
2024-09-11,548.70001,555.35999,539.96002,554.41998,75248600,-0.008388024090026409
2024-09-10,548.35999,549.15002,543.38000,548.78998,36394600,-0.010206667959841499
2024-09-09,544.65002,547.71002,542.67999,546.40997,40445800,-0.004346263431681728
2024-09-06,549.94000,551.59998,539.44000,540.35999,68493800,-0.011133989200521941
2024-09-05,550.89001,553.79999,547.099976,549.60999,44264300,0.016973352003538313
2024-09-04,550.20001,554.42999,549.46002,550.95001,47224900,0.002435161485415474
2024-09-03,560.46997,560.81000,549.51001,552.080017,60600100,0.0020489150207313443
2024-08-30,560.77002,564.20001,557.14001,563.67999,62700100,0.020793702747380516
2024-08-29,560.31000,563.67999,557.17999,558.34998,38715200,-0.009500726780391202
2024-08-28,561.21002,561.65002,555.039978,558.29999,41066000,-8.953566717662535e-05
2024-08-27,559.48999,562.059998,558.32001,561.56000,32693900,0.005822190698952794
2024-08-26,563.17999,563.90997,559.049988,560.78998,35788600,-0.001372156875374991
2024-08-23,559.53003,563.090027,557.28998,562.13000,50639400,0.0023866716417055662
2024-08-22,562.56000,563.17999,554.97998,556.21997,56121500,-0.010569294363809267
2024-08-21,559.77002,562.10999,554.72998,560.62000,41514600,0.00787946864940369
2024-08-20,559.15002,560.84003,557.33002,558.70001,33732300,-0.0034306397918788343
2024-08-19,554.72998,559.60999,553.85999,559.60999,39121800,0.0016274203053535145
2024-08-16,551.41998,555.020020,551.26001,554.31000,44430700,-0.009515997633978686
2024-08-15,549.5,553.35999,548.88000,553.070007,60846800,-0.002239508588590291
2024-08-14,542.84998,544.96002,540.12000,543.75,42446900,-0.016995006043687064
2024-08-13,536.53003,542.28003,536.28003,542.039978,52333100,-0.0031498235357921038
2024-08-12,534.21002,535.72998,530.95001,533.27002,42542100,-0.016311858854225342
2024-08-09,529.81000,534.51001,528.56000,532.98999,45619600,-0.0005252565111923073
2024-08-08,523.90997,531.28998,521.84003,530.65002,63276600,-0.0043999356042273095
2024-08-07,528.46997,531.59003,518.049988,518.65997,70698300,-0.02285420322163514
2024-08-06,519.21997,529.75,517.87000,522.15002,84826300,0.00670643655290498
2024-08-05,511.64001,523.58002,510.26999,517.38000,146267400,-0.009177327036438514
2024-08-02,535.75,536.98999,528.59998,532.90002,82789100,0.029556212640941295
2024-08-01,552.57001,554.87000,539.42999,543.010010,76428700,0.01879392755325816
2024-07-31,548.97998,553.5,547.58002,550.81000,65663400,0.014262167713516967
2024-07-30,546.26001,547.34003,538.52002,542,46853600,-0.016123920660358285
2024-07-29,546.020020,547.049988,542.71997,544.76001,39515800,0.0050793476178176275
2024-07-26,542.28003,547.19000,541.48999,544.44000,53763800,-0.0005876055935909607
2024-07-25,541.34998,547.46002,537.45001,538.40997,61158300,-0.011137447474198495
2024-07-24,548.85999,549.16998,540.28998,541.22998,74515300,0.005223994190279475
2024-07-23,554.53998,556.73999,553.28003,553.78003,34439600,0.022923259957291723
2024-07-22,553,555.27002,551.020020,554.65002,43346700,0.0015697701061982438
2024-07-19,552.41998,554.080017,547.90997,548.98999,65509100,-0.010257112051323016
2024-07-18,558.51001,559.52002,550.42999,552.65997,56270400,0.0066627217531543504
2024-07-17,558.79999,560.51001,556.60999,556.94000,57119000,0.007714584251614137
2024-07-16,562.87000,565.15997,562.099976,564.85999,36475300,0.01412038093100808
2024-07-15,562.030029,564.84003,559.63000,561.53003,40584300,-0.00591264063417205
2024-07-12,557.63000,563.66998,557.15002,559.98999,53084400,-0.0027463459242900575
2024-07-11,561.44000,562.33002,555.83002,556.47998,53054200,-0.006287713343713349
2024-07-10,557.070007,561.66998,556.77002,561.32001,38701200,0.008659975472362944
2024-07-09,556.26001,557.17999,555.52002,555.82001,27289700,-0.009846651878693623
2024-07-08,555.44000,556.25,554.19000,555.28003,36110500,-0.0009719737612671181
2024-07-05,551.77002,555.049988,551.12000,554.64001,41488400,-0.0011532723941764067
2024-07-03,548.69000,551.83002,548.65002,551.46002,32789900,-0.005749929798512272
2024-07-02,543.70001,549.010010,543.65002,549.010010,40434800,-0.004452668370942786
2024-07-01,545.63000,545.88000,542.52002,545.34003,40297800,-0.006707166124207814
2024-06-28,547.15997,550.28003,542.95001,544.21997,76144500,-0.0020559866268009394
2024-06-27,545.37000,546.96002,544.60999,546.37000,35041500,0.003942880174145764
2024-06-26,543.69000,546.23999,543.030029,545.51001,38550600,-0.0015752466753774078
2024-06-25,543.98999,545.20001,542.44000,544.83002,38273300,-0.001247299135037927
2024-06-24,544.33002,546.95001,542.62000,542.73999,45528700,-0.0038434906326618354
2024-06-21,544.40002,545.65002,543.020020,544.51001,64513900,0.0032559605678656868
2024-06-20,549.44000,550.12000,545.17999,547,70328200,0.004562476379563057
2024-06-18,547.15997,548.62000,546.72998,548.48999,41376400,0.002720227354668846
2024-06-17,542.080017,548.53003,541.60999,547.099976,55839500,-0.002537472574536809
2024-06-14,540.88000,542.81000,539.84998,542.78003,40089900,-0.007927420633006338
2024-06-13,543.15002,543.33002,539.59003,542.45001,44760900,-0.0006082028657687598
2024-06-12,541.63000,544.12000,540.29999,541.35999,63251300,-0.002011460251364877
2024-06-11,534.070007,537.010010,532.049988,536.95001,36383400,-0.008179474524040184
2024-06-10,533.17999,535.98999,532.57001,535.65997,35729300,-0.0024054234923692732
2024-06-07,533.65997,536.89001,532.53998,534.010010,43224500,-0.003084991332708475
2024-06-06,534.97998,535.41998,532.67999,534.65997,30808500,0.0012163906394010175
2024-06-05,530.77002,534.69000,528.72998,534.66998,47610400,1.8722004373463263e-05
2024-06-04,526.46002,529.15002,524.96002,528.39001,34632700,-0.011815030408901387
2024-06-03,529.020020,529.31000,522.59998,527.79999,46835700,-0.001117261215075813
2024-05-31,523.59003,527.5,518.35999,527.37000,90785800,-0.0008150156427434509
2024-05-30,524.52002,525.20001,521.33002,522.60999,46468500,-0.009066920617436622
2024-05-29,525.67999,527.31000,525.37000,526.099976,45190300,0.006655794255583961
2024-05-28,530.27002,530.51001,527.10999,529.81000,36269600,0.007027188588968691
2024-05-24,527.84998,530.27002,526.88000,529.44000,41258400,-0.0006986075337232428
2024-05-23,532.96002,533.070007,524.71997,525.96002,57211200,-0.006594641928879443
2024-05-22,530.65002,531.38000,527.59998,529.83002,48390000,0.007331035879922701
2024-05-21,529.28003,531.52002,529.070007,531.35999,33437000,0.0028835006844582615
2024-05-20,529.57001,531.56000,529.16998,530.059998,37764200,-0.002449534896115005
2024-05-17,528.81000,529.52002,527.32001,529.45001,59187600,-0.0011514531487006167
2024-05-16,529.88000,531.52002,528.53998,528.69000,50244800,-0.0014365020196002698
2024-05-15,525.83002,530.080017,525.17999,529.78003,59504900,0.002059633913931196
2024-05-14,521.10999,523.83002,520.56000,523.29999,57535900,-0.012306988389654527
2024-05-13,522.56000,522.66998,519.73999,520.90997,36716400,-0.004577669750598628
2024-05-10,521.81000,522.64001,519.59003,520.84003,52233200,-0.0001342740582772287
2024-05-09,517.38000,520.21002,516.71002,520.16998,43643700,-0.0012873076840667463
2024-05-08,515.26001,517.73999,515.14001,517.19000,42047200,-0.005745330945064339
2024-05-07,517.56000,518.57001,516.45001,517.14001,52561300,-9.666160617157729e-05
2024-05-06,513.75,516.60999,513.29999,516.57001,47264700,-0.0011028238998214016
2024-05-03,511.16000,512.54999,508.56000,511.29001,72756700,-0.010273862861037968
2024-05-02,504.14999,505.89001,499.54999,505.029999,62550200,-0.012319131992216183
2024-05-01,501.38000,508.19000,499.87000,500.35001,80242800,-0.009309957948935814
2024-04-30,508.56000,509.56000,501.98001,501.98001,77483600,0.00325242465925727
2024-04-29,510.089996,510.75,507.25,510.059998,46415400,0.015968063754483258
2024-04-26,506.35001,509.88000,505.70001,508.26001,64306100,-0.0035352145897312097
2024-04-25,499.17999,504.26999,497.48999,503.48999,69122400,-0.009429316219654284
2024-04-24,506.56000,507.37000,503.13000,505.41000,55928100,0.0038061499393928413
2024-04-23,501.78000,506.089996,499.53000,505.64999,64633600,0.0004747295054315997
2024-04-22,497.82999,502.38000,495.42999,499.72000,67961000,-0.011796769008025404
2024-04-19,499.44000,500.45999,493.85999,495.16000,102129100,-0.00916699890001897
2024-04-18,501.98001,504.13000,498.56000,499.51999,74548100,0.008766674644238958
2024-04-17,506.049988,506.22000,499.12000,500.54999,75910300,0.002059856579619693
2024-04-16,504.94000,506.5,502.20999,503.53000,73484000,0.005935819415719954
2024-04-15,515.13000,515.29999,503.57999,504.45001,92101400,0.0018254533747701024
2024-04-12,514.37000,515.82001,509.079987,510.85001,92469100,0.012607277934691952
2024-04-11,515.67999,519.47998,512.080017,518,70099000,0.013899217646832846
2024-04-10,513.47998,516.15997,512.090027,514.12000,82652800,-0.007518541017551968
2024-04-09,520.5,520.75,514.34998,519.32001,68124400,0.010063581506071461
2024-04-08,519.15002,520.17999,517.89001,518.71997,48401800,-0.0011561020353630465
2024-04-05,514.46002,520.44000,514.010010,518.42999,74482100,-0.0005591862676370765
2024-04-04,523.52002,523.87000,512.76001,513.070007,96858100,-0.010392692697915528
2024-04-03,517.71997,520.95001,517.66998,519.40997,59155800,0.012281192522595064
2024-04-02,518.23999,518.97998,516.47998,518.84003,74230300,-0.0010978859759178058
2024-04-01,523.83002,524.38000,520.96997,522.15997,62477500,0.006378388579542158
2024-03-28,523.21002,524.60999,522.78003,523.070007,96294900,0.001741314830180055
2024-03-27,521.71002,523.21002,519.48999,523.16998,82999800,0.00019110911749983702
2024-03-26,521.22998,521.58002,518.40002,518.81000,65463700,-0.008368693313884448
2024-03-25,519.79999,520.95001,519.60999,519.77002,48512100,0.0018487170077200283
2024-03-22,522.10999,522.60999,520.96997,521.21002,79023000,0.002766625416767336
2024-03-21,523.39001,524.10999,521.90997,522.20001,60256100,0.0018976054831901534
2024-03-20,515.77002,520.62000,515.080017,520.47998,69594600,-0.0032992511158071655
2024-03-19,512.15002,516,511.12000,515.71002,60755300,-0.009206793529711764
2024-03-18,514,515.47998,512.44000,512.85999,88893300,-0.005541746825625349
2024-03-15,510.20999,511.70001,508.12000,509.82999,107585800,-0.005925566740882679
2024-03-14,516.96997,517.13000,511.82001,514.95001,110171800,0.009992510788419276
2024-03-13,517.10999,517.28998,514.48999,515.96997,55104100,0.001978738122422024
2024-03-12,513.45001,517.38000,510.85999,516.78003,73114400,0.0015687439673241377
2024-03-11,510.48001,511.88000,508.5,511.28000,62557200,-0.010699924738891507
2024-03-08,515.46002,518.21997,511.13000,511.72000,86425500,0.0008602151068079291
2024-03-07,513.14001,515.89001,509.81000,514.81000,58652100,0.00602030010389892
2024-03-06,510.54999,512.070007,508.42001,509.75,68382400,-0.009877491098168666
2024-03-05,510.23999,510.70001,504.91000,507.17999,72855600,-0.005054459002539332
2024-03-04,512.030029,514.20001,512,512.29999,49799300,0.01004442097331848
2024-03-01,508.98001,513.28998,508.56000,512.84998,76805900,0.00107299433031781
2024-02-29,508.070007,509.73999,505.35001,508.079987,83924800,-0.009344475847464194
2024-02-28,505.32999,506.85999,504.95999,506.26001,56506600,-0.003588498843422191
2024-02-27,506.70001,507.16000,504.75,506.92999,48854500,0.0013225162065402028
2024-02-26,508.29999,508.75,505.85999,505.98999,50386700,-0.0018560207882239198
2024-02-23,509.26999,510.13000,507.10001,507.85001,61321800,0.0036692615932721493
2024-02-22,504.010010,508.48999,503.019989,507.5,76402500,-0.0006894371604211962
2024-02-21,495.42001,497.37000,493.56000,497.20999,59603800,-0.020484258963136912
2024-02-20,497.72000,498.41000,494.45001,496.76001,71736700,-0.0009054197425285933
2024-02-16,501.70001,502.87000,498.75,499.51001,75461200,0.005520605717572439
2024-02-15,499.29001,502.20001,498.79999,502.010010,61683000,0.004992421804119856
2024-02-14,496.79001,499.070007,494.39999,498.57001,68387800,-0.006876038867063703
2024-02-13,494.53000,497.089996,490.72000,494.079987,113099200,-0.009046599780077698
2024-02-12,501.17001,503.5,500.23999,500.98001,56502300,0.013868779004402101
2024-02-09,498.84000,501.64999,498.48999,501.20001,63979400,0.0004390428847981346
2024-02-08,498.10001,498.70999,497.26001,498.32001,52343600,-0.005762781960711552
2024-02-07,496.29001,498.53000,495.35999,498.10001,70556500,-0.00044158085778912506
2024-02-06,493.51999,494.32001,492.049988,493.98001,55918600,-0.008305829373403397
2024-02-05,493.70001,494.38000,490.23001,492.54999,75757100,-0.0028990927829434464
2024-02-02,489.64999,496.049988,489.29999,494.35001,99147700,0.0036478305725442285
2024-02-01,484.63000,489.23001,483.79999,489.20001,91891600,-0.01047236431717038
2024-01-31,488.62000,489.079987,482.85999,482.88000,126011100,-0.01300324867507023
2024-01-30,490.56000,491.62000,490.10999,490.89001,58618400,0.01645191490059212
2024-01-29,487.73001,491.42001,487.17001,491.26999,61322800,0.0007737639874525152
2024-01-26,487.59000,489.12000,486.54001,487.41000,76641600,-0.007888196457759997
2024-01-25,487.57999,488.31000,485.39001,488.029999,72525000,0.0012712193146245836
2024-01-24,487.81000,488.76999,484.88000,485.39001,81765000,-0.005424165207836399
2024-01-23,484.010010,485.10999,482.89001,484.85999,49945300,-0.0010925432676559368
2024-01-22,484.010010,485.22000,482.78000,483.45001,75844900,-0.0029122512346821533
2024-01-19,477.64999,482.72000,476.54001,482.42999,110733300,-0.0021121058085718666
2024-01-18,474.010010,477.059998,472.42001,476.48999,91856200,-0.01238909627727312
2024-01-17,471.82001,472.79001,469.87000,472.29001,68843900,-0.008853490660295076
2024-01-16,475.26001,476.60999,473.059998,474.92999,85014900,0.005574178829982329
2024-01-12,477.84000,478.60001,475.23001,476.67999,57944000,0.003677981546109856
2024-01-11,477.59000,478.12000,472.26001,476.35001,77940700,-0.0006924860984154936
2024-01-10,474.16000,477.45001,473.87000,476.56000,67310600,0.0004407341746765753
2024-01-09,471.87000,474.92999,471.35001,473.88000,65931400,-0.00563950823387362
2024-01-08,468.42999,474.75,468.29999,474.60001,74879100,0.0015182399854796345
2024-01-05,467.48999,470.44000,466.42999,467.92001,86060800,-0.014175002566093352
2024-01-04,468.29999,470.95999,467.049988,467.28000,84232200,-0.0013687127738907746
2024-01-03,470.42999,471.19000,468.17001,468.79001,103585900,0.003226278576730957
2024-01-02,472.16000,473.67001,470.48999,472.64999,123623700,0.008200207405303528
2023-12-29,476.48999,477.029999,473.29999,475.31000,122234100,0.005612087028123822
2023-12-28,476.88000,477.54999,476.26001,476.69000,77158100,0.0028991616945185485
2023-12-27,475.44000,476.66000,474.89001,476.51001,68000300,-0.00037765421789957534
2023-12-26,474.070007,476.57999,473.98999,475.64999,55387000,-0.0018064615902275882
2023-12-22,473.85999,475.38000,471.70001,473.64999,67126600,-0.004213637419696414
2023-12-21,471.32999,472.98001,468.84000,472.70001,86667500,-0.002007672254650251
2023-12-20,473.95999,475.89999,467.82001,468.26001,102921000,-0.009437240389253435
2023-12-19,472.53000,474.92001,472.45001,474.84000,55761800,0.013954186620329564
2023-12-18,470.98001,472.98001,469.89001,471.97000,70375300,-0.006062480941790985
2023-12-15,469.48999,470.70001,467.42999,469.32999,141319300,-0.00560929979858241
2023-12-14,472.5,473.73001,469.25,472.010010,119026000,0.005694068542835673
2023-12-13,464.48999,470.76001,464.12000,470.5,93278000,-0.0032042339623611945
2023-12-12,461.63000,464.20001,460.60001,464.10001,68327600,-0.01369589123122407
2023-12-11,459.69000,462.17001,459.47000,461.98999,65002200,-0.004556843613863735
2023-12-08,457.45999,460.75,457.20999,460.20001,83080900,-0.0038820248493984426
2023-12-07,456.91000,458.89999,456.29001,458.23001,66995400,-0.004289936039435572
2023-12-06,458.81000,458.84000,454.31000,454.76001,69124700,-0.007601434040985947
2023-12-05,455.26001,457.59000,454.87000,456.60001,69793500,0.004037926746175786
2023-12-04,455.60001,459.12000,454.34000,456.69000,72430900,0.0001970677425700116
2023-12-01,455.76999,459.64999,455.16000,459.10001,89097900,0.005263249297650562
2023-11-30,455.48001,456.76001,453.34000,456.39999,79752700,-0.00589847695960743
2023-11-29,457.14999,458.32001,454.20001,454.60999,63146000,-0.0039297095373711415
2023-11-28,454.079987,456.26999,453.5,454.92999,62115000,0.0007036524402223641
2023-11-27,454.64999,455.48999,454.079987,454.48001,50506000,-0.0009896087281271104
2023-11-24,455.070007,455.5,454.73001,455.29999,29737400,0.0018025901251558793
2023-11-22,454.98001,456.38000,453.88950,455.019989,59394900,-0.0006151705230895532
2023-11-21,453.17999,454.13101,451.95990,453.26999,49244600,-0.00385339749615273
2023-11-20,450.53000,455.13000,450.51999,454.26001,69936200,0.0021817909991415163
2023-11-17,450.23999,451.42001,449.29001,450.79001,83133200,-0.00766812204039511
2023-11-16,449.22000,450.56000,448.12000,450.23001,66665800,-0.001243035803147783
2023-11-15,450.10999,451.38000,448.79999,449.67999,77327600,-0.0012223890577686201
2023-11-14,446.32001,450.059998,446.089996,448.73001,97176900,-0.0021148036064982706
2023-11-13,439.23001,441.32999,438.42001,440.19000,52236100,-0.01921494096179981
2023-11-10,435.98001,440.92999,433.82999,440.60999,89462200,0.0009536558505872058
2023-11-09,438.42999,438.47000,433.39999,433.84000,83174400,-0.01548430520526722
2023-11-08,437.54999,438.089996,434.87000,437.25,61746000,0.00782931136590634
2023-11-07,435.69000,437.59000,434.51001,436.92999,64256100,-0.000732137587122026
2023-11-06,435.47000,436.14999,433.67999,435.69000,67831700,-0.0028419950237670347
2023-11-03,433.14001,436.29001,433.010010,434.69000,100110800,-0.0022978479285110593
2023-11-02,426.57999,430.92001,426.56000,430.76001,94938900,-0.009082019683848178
2023-11-01,419.20001,423.5,418.64990,422.66000,98068100,-0.018983040341457036
2023-10-31,416.17999,418.53000,414.20999,418.20001,79665200,-0.010608262427469343
2023-10-30,413.56000,416.67999,408.91000,415.59000,86562700,-0.006260613568639472
2023-10-27,414.19000,414.60001,409.20999,410.67999,107367700,-0.011884899256992383
2023-10-26,416.45001,417.32999,411.60001,412.54999,115156800,0.004543088229960976
2023-10-25,421.89001,421.92001,417.019989,417.54999,94223200,0.012046887339144628
2023-10-24,422.64999,424.82001,420.73999,423.63000,78564200,0.01445615909925981
2023-10-23,419.60999,424.45001,417.79999,420.45999,92035100,-0.007511106495766122
2023-10-20,425.98001,426.54001,421.079987,421.19000,123845800,0.001734712034069554
2023-10-19,430.95001,432.82001,425.73001,426.42999,121323000,0.012364165111447906
2023-10-18,434.19000,435.17999,429.089996,430.20999,93559800,0.008825234922309336
2023-10-17,432.81000,438.14001,432.45001,436.019989,75324700,0.01341465030706774
2023-10-16,433.82001,437.14001,433.57001,436.040009,75433200,4.591427206707551e-05
2023-10-13,435.20999,436.45001,429.88000,431.5,95143100,-0.01046649237698316
2023-10-12,436.95001,437.34000,431.23001,433.66000,81154200,0.004993306412589053
2023-10-11,435.64001,436.57999,433.17999,436.32001,62451700,0.00611512508016502
2023-10-10,432.94000,437.22000,432.53000,434.54001,78607300,-0.004087918696300792
2023-10-09,427.57999,432.88000,427.010010,432.29001,80374400,-0.005191340865482456
2023-10-06,421.97000,431.13000,420.60001,429.54001,113202700,-0.006381790537586252
2023-10-05,424.35999,425.37000,421.17001,424.5,70142700,-0.011802886165465308
2023-10-04,422.070007,425.42999,420.56000,424.66000,87453000,0.0003768430022456844
2023-10-03,425.059998,427.37000,420.17999,421.59000,103760600,-0.007255570972884427
2023-10-02,426.62000,428.60001,424.45999,427.31000,83798600,0.01347646735690159
2023-09-29,431.67001,431.85001,425.91000,427.48001,115078500,0.0003977819119380683
2023-09-28,425.48001,430.25,424.87000,428.51999,92258300,0.002429861008620604
2023-09-27,427.089996,427.67001,422.29001,426.049988,104705800,-0.005780705949967147
2023-09-26,429.089996,429.82001,425.019989,425.88000,96168400,-0.0003990656618509314
2023-09-25,429.17001,432.26999,428.72000,432.23001,70874500,0.014800260662403624
2023-09-22,432.45001,434.10001,429.98999,430.42001,100829700,-0.004196377706249271
2023-09-21,435.70001,435.97000,431.23001,431.39001,103976100,0.0022510771216389613
2023-09-20,444.010010,444.44000,438.42999,438.64001,82562600,0.016666477369332487
2023-09-19,442.67999,443.29001,439.94000,442.70999,66514600,0.009235851661786061
2023-09-18,443.049988,444.97000,442.56000,443.63000,55752200,0.002075976128330087
2023-09-15,447.14001,447.48001,442.92001,443.37000,111761400,-0.0005862457890563761
2023-09-14,449.070007,451.079987,447.72000,450.35999,83430800,0.01564260483587991
2023-09-13,446.22000,447.70999,445.079987,446.51001,60199300,-0.008585421852225002
2023-09-12,446.95001,448.53000,445.39001,445.98999,67565400,-0.0011653110562393767
2023-09-11,448.23999,448.76999,446.47000,448.45001,60180100,0.005500707041035436
